antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
partners| employees| customers;suppliers;0.000429211;0.003740266;0.000183948;0.428571429;114.5831382;0.000182342;1.743454534;0.99169836
partners| suppliers;employees| customers;0.000398553;0.002513949;0.000183948;0.461538462;183.5909944;0.000182946;1.852474094;0.99494965
partners| management;customers;0.000337237;0.008461586;0.000183948;0.545454545;64.46245059;0.000181094;2.181384512;0.984819211
partners| management;employees;0.000337237;0.005916978;0.00015329;0.454545455;76.82053698;0.000151294;1.82248554;0.987315607
partners| employees| management;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
partners| management| customers;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
organization| partners;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
partners| employees;customers;0.000521185;0.008461586;0.000429211;0.823529412;97.3256607;0.000424801;5.618717681;0.990241316
partners| customers;employees;0.000613158;0.005916978;0.000429211;0.7;118.3036269;0.000425583;3.313610072;0.992155522
partners| investors;customers;0.000275921;0.008461586;0.000245263;0.888888889;105.0499195;0.000242929;8.923845729;0.990754086
partners| customers;investors;0.000613158;0.009105402;0.000245263;0.4;43.92996633;0.00023968;1.651490997;0.977836064
partners| suppliers;investors;0.000398553;0.009105402;0.000183948;0.461538462;50.68842269;0.000180319;1.840232825;0.980662475
partners| investors;suppliers;0.000275921;0.003740266;0.000183948;0.666666667;178.2404372;0.000182915;2.988779202;0.99466405
partners| investors;employees;0.000275921;0.005916978;0.00015329;0.555555556;93.89176742;0.000151657;2.236686799;0.989622497
partners| suppliers| investors;customers;0.000183948;0.008461586;0.00015329;0.833333333;98.48429952;0.000151733;5.949230486;0.99002821
partners| suppliers| customers;investors;0.000275921;0.009105402;0.00015329;0.555555556;61.01384212;0.000150777;2.229512846;0.98388175
customers| partners| investors;suppliers;0.000245263;0.003740266;0.00015329;0.625;167.1004098;0.000152372;2.656692624;0.99425943
partners| investors;suppliers| customers;0.000275921;0.001808817;0.00015329;0.555555556;307.1374765;0.000152791;2.245930161;0.997019228
partners| employees| investors;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
customers| partners| investors;employees;0.000245263;0.005916978;0.000122632;0.5;84.50259067;0.00012118;1.988166043;0.988408464
partners| investors;employees| customers;0.000275921;0.002513949;0.000122632;0.444444444;176.7913279;0.000121938;1.795474891;0.99461805
partners| regulators;investors;0.000245263;0.009105402;0.000214605;0.875;96.09680135;0.000212372;7.927156785;0.989836597
partners| investors;regulators;0.000275921;0.005365136;0.000214605;0.777777778;144.9688889;0.000213125;4.475856889;0.993376062
partners| regulators;customers;0.000245263;0.008461586;0.000214605;0.875;103.4085145;0.00021253;7.932307315;0.990572568
partners| suppliers;regulators;0.000398553;0.005365136;0.000183948;0.461538462;86.02549451;0.000181809;1.847179033;0.988769616
partners| regulators;suppliers;0.000245263;0.003740266;0.000183948;0.75;200.5204918;0.00018303;3.985038936;0.995257079
partners| regulators;employees;0.000245263;0.005916978;0.000183948;0.75;126.753886;0.000182496;3.976332087;0.992354084
partners| regulators| investors;customers;0.000214605;0.008461586;0.000183948;0.857142857;101.2981366;0.000182132;6.940768901;0.990340683
partners| regulators| customers;investors;0.000214605;0.009105402;0.000183948;0.857142857;94.13564214;0.000181993;6.936262187;0.989589402
customers| partners| investors;regulators;0.000245263;0.005365136;0.000183948;0.75;139.7914286;0.000182632;3.978539457;0.993090054
partners| regulators;customers| investors;0.000245263;0.001808817;0.000183948;0.75;414.6355932;0.000183504;3.992764731;0.997832976
partners| investors;regulators| customers;0.000275921;0.001318291;0.000183948;0.666666667;505.7054264;0.000183584;2.996045128;0.998298016
partners| suppliers| regulators;customers;0.000183948;0.008461586;0.00015329;0.833333333;98.48429952;0.000151733;5.949230486;0.99002821
partners| suppliers| customers;regulators;0.000275921;0.005365136;0.00015329;0.555555556;103.5492063;0.000151809;2.237928444;0.990616088
partners| regulators| customers;suppliers;0.000214605;0.003740266;0.00015329;0.714285714;190.971897;0.000152487;3.486909069;0.994977155
partners| regulators;suppliers| customers;0.000245263;0.001808817;0.00015329;0.625;345.529661;0.000152846;2.661843154;0.997350506
partners| suppliers| regulators;investors;0.000183948;0.009105402;0.00015329;0.833333333;91.52076319;0.000151615;5.945367588;0.989255489
partners| suppliers| investors;regulators;0.000183948;0.005365136;0.00015329;0.833333333;155.3238095;0.000152303;5.967809185;0.993744634
partners| regulators| investors;suppliers;0.000214605;0.003740266;0.00015329;0.714285714;190.971897;0.000152487;3.486909069;0.994977155
partners| regulators;suppliers| investors;0.000245263;0.0005825;0.00015329;0.625;1072.960526;0.000153147;2.665113332;0.999313094
partners| investors;suppliers| regulators;0.000275921;0.000858422;0.00015329;0.555555556;647.1825397;0.000153053;2.248068551;0.998730412
partners| suppliers| employees;regulators;0.000214605;0.005365136;0.000122632;0.571428571;106.5077551;0.00012148;2.320814683;0.990823648
partners| suppliers| regulators;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
partners| employees| regulators;suppliers;0.000183948;0.003740266;0.000122632;0.666666667;178.2404372;0.000121944;2.988779202;0.99457255
partners| regulators;suppliers| employees;0.000245263;0.000919738;0.000122632;0.5;543.6333333;0.000122406;1.998160525;0.998405397
partners| suppliers| regulators| investors;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
partners| suppliers| regulators| customers;investors;0.00015329;0.009105402;0.000122632;0.8;87.85993266;0.000121236;4.95447299;0.988769816
customers| partners| suppliers| investors;regulators;0.00015329;0.005365136;0.000122632;0.8;149.1108571;0.000121809;4.973174321;0.993445865
customers| partners| regulators| investors;suppliers;0.000183948;0.003740266;0.000122632;0.666666667;178.2404372;0.000121944;2.988779202;0.99457255
partners| suppliers| regulators;customers| investors;0.000183948;0.001808817;0.000122632;0.666666667;368.5649718;0.000122299;2.994573548;0.997470256
partners| suppliers| investors;regulators| customers;0.000183948;0.001318291;0.000122632;0.666666667;505.7054264;0.000122389;2.996045128;0.998206182
partners| suppliers| customers;regulators| investors;0.000275921;0.001440922;0.000122632;0.444444444;308.4444444;0.000122234;1.79740634;0.997033028
partners| regulators| investors;suppliers| customers;0.000214605;0.001808817;0.000122632;0.571428571;315.9128329;0.000122243;2.32911276;0.997048542
partners| regulators| customers;suppliers| investors;0.000214605;0.0005825;0.000122632;0.571428571;980.9924812;0.000122507;2.331974166;0.999195057
customers| partners| investors;suppliers| regulators;0.000245263;0.000858422;0.000122632;0.5;582.4642857;0.000122421;1.998283157;0.998528059
partners| regulators;customers| suppliers| investors;0.000245263;0.000459869;0.000122632;0.5;1087.266667;0.000122519;1.999080262;0.99932536
partners| investors;suppliers| regulators| customers;0.000275921;0.000643816;0.000122632;0.444444444;690.3280423;0.000122454;1.798841131;0.998827011
partners| employees| regulators;customers;0.000183948;0.008461586;0.00015329;0.833333333;98.48429952;0.000151733;5.949230486;0.99002821
partners| regulators| customers;employees;0.000214605;0.005916978;0.00015329;0.714285714;120.7179867;0.00015202;3.479290576;0.991929104
partners| regulators;employees| customers;0.000245263;0.002513949;0.00015329;0.625;248.6128049;0.000152673;2.659962802;0.996222018
partners| employees| regulators;investors;0.000183948;0.009105402;0.00015329;0.833333333;91.52076319;0.000151615;5.945367588;0.989255489
partners| employees| investors;regulators;0.00015329;0.005365136;0.00015329;1;186.3885714;0.000152467;inf;0.994787355
partners| regulators| investors;employees;0.000214605;0.005916978;0.00015329;0.714285714;120.7179867;0.00015202;3.479290576;0.991929104
partners| regulators;employees| investors;0.000245263;0.001195659;0.00015329;0.625;522.724359;0.000152996;2.663478243;0.9983318
partners| investors;employees| regulators;0.000275921;0.00073579;0.00015329;0.555555556;755.0462963;0.000153087;2.248344472;0.99895121
partners| employees| regulators| investors;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
partners| employees| regulators| customers;investors;0.00015329;0.009105402;0.000122632;0.8;87.85993266;0.000121236;4.95447299;0.988769816
customers| partners| employees| investors;regulators;0.000122632;0.005365136;0.000122632;1;186.3885714;0.000121974;inf;0.994756853
customers| partners| regulators| investors;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
partners| employees| regulators;customers| investors;0.000183948;0.001808817;0.000122632;0.666666667;368.5649718;0.000122299;2.994573548;0.997470256
partners| employees| investors;regulators| customers;0.00015329;0.001318291;0.000122632;0.8;606.8465116;0.00012243;4.993408547;0.998505197
partners| regulators| investors;employees| customers;0.000214605;0.002513949;0.000122632;0.571428571;227.3031359;0.000122092;2.327467452;0.995814296
partners| regulators| customers;employees| investors;0.000214605;0.001195659;0.000122632;0.571428571;477.9194139;0.000122375;2.330543463;0.998121799
customers| partners| investors;employees| regulators;0.000245263;0.00073579;0.000122632;0.5;679.5416667;0.000122451;1.99852842;0.998773382
partners| regulators;customers| employees| investors;0.000245263;0.000950395;0.000122632;0.5;526.0967742;0.000122399;1.998099209;0.998344066
partners| investors;employees| regulators| customers;0.000275921;0.000643816;0.000122632;0.444444444;690.3280423;0.000122454;1.798841131;0.998827011
organization| knowledge;management;0.000306579;0.009779876;0.00015329;0.5;51.12539185;0.000150291;1.980440248;0.980740922
knowledge| management;organization;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
coordination| knowledge;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
knowledge| management;coordination;0.000245263;0.00147158;0.000122632;0.5;339.7708333;0.000122271;1.99705684;0.997301441
organization| knowledge;individuals;0.000306579;0.004660004;0.000122632;0.4;85.83684211;0.000121203;1.658899994;0.988653091
individuals| knowledge;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
| knowledge;research;0.00015329;0.007879085;0.000122632;0.8;101.5346304;0.000121424;4.960604574;0.990302947
research| knowledge;;0.000214605;0.017076461;0.000122632;0.571428571;33.46293922;0.000118967;2.293488258;0.97032443
team;organization;0.000950395;0.005916978;0.000398553;0.419354839;70.87314056;0.000392929;1.712031871;0.986828159
organization| team;management;0.000398553;0.009779876;0.000245263;0.615384615;62.9235592;0.000241366;2.574572322;0.984500077
team| management;organization;0.000337237;0.005916978;0.000245263;0.727272727;122.9128592;0.000243268;3.644971079;0.992198761
organization| communication;team;0.000337237;0.000950395;0.00015329;0.454545455;478.2697947;0.000152969;1.831590942;0.998245775
team| communication;organization;0.000183948;0.005916978;0.00015329;0.833333333;140.8376511;0.000152201;5.96449813;0.993082301
team| communication;management;0.000183948;0.009779876;0.000122632;0.666666667;68.16718913;0.000120833;2.970660372;0.985511468
team| organization| communication;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
organization| communication| management;team;0.000245263;0.000950395;0.000122632;0.5;526.0967742;0.000122399;1.998099209;0.998344066
organization| team| management;communication;0.000245263;0.001563554;0.000122632;0.5;319.7843137;0.000122248;1.996872892;0.997117449
team| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
team| communication;organization| management;0.000183948;0.001931449;0.000122632;0.666666667;345.1640212;0.000122276;2.994205653;0.997286275
coordination| team;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
team| management;coordination;0.000337237;0.00147158;0.00015329;0.454545455;308.8825758;0.000152793;1.830635436;0.997098782
coordination| team;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
coordination| team;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
team| communication;coordination;0.000183948;0.00147158;0.000122632;0.666666667;453.0277778;0.000122361;2.99558526;0.997976205
organization| coordination| team;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
organization| team| management;coordination;0.000245263;0.00147158;0.00015329;0.625;424.7135417;0.000152929;2.662742453;0.997890218
coordination| team| management;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
coordination| team;organization| management;0.00015329;0.001931449;0.00015329;1;517.7460317;0.000152994;inf;0.998221568
team| management;organization| coordination;0.000337237;0.000521185;0.00015329;0.454545455;872.1390374;0.000153114;1.832377828;0.999190358
team| coordination| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
coordination| communication| management;team;0.000245263;0.000950395;0.000122632;0.5;526.0967742;0.000122399;1.998099209;0.998344066
coordination| team| management;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
team| communication| management;coordination;0.000122632;0.00147158;0.000122632;1;679.5416667;0.000122451;inf;0.998650886
coordination| team;communication| management;0.00015329;0.000429211;0.000122632;0.8;1863.885714;0.000122566;4.997853946;0.999616717
team| communication;coordination| management;0.000183948;0.0005825;0.000122632;0.666666667;1144.491228;0.000122525;2.998252499;0.99931007
organization| coordination| communication;team;0.000245263;0.000950395;0.000122632;0.5;526.0967742;0.000122399;1.998099209;0.998344066
organization| coordination| team;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
team| organization| communication;coordination;0.00015329;0.00147158;0.000122632;0.8;543.6333333;0.000122406;4.992642099;0.998313556
team| coordination| communication;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
coordination| team;organization| communication;0.00015329;0.000337237;0.000122632;0.8;2372.218182;0.00012258;4.998313814;0.999731702
team| communication;organization| coordination;0.000183948;0.000521185;0.000122632;0.666666667;1279.137255;0.000122536;2.998436446;0.999402061
organization| coordination| communication| management;team;0.000214605;0.000950395;0.000122632;0.571428571;601.2534562;0.000122428;2.331115744;0.998551102
organization| coordination| team| management;communication;0.00015329;0.001563554;0.000122632;0.8;511.654902;0.000122392;4.992182231;0.998198571
team| coordination| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
team| organization| coordination| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
team| organization| communication| management;coordination;0.000122632;0.00147158;0.000122632;1;679.5416667;0.000122451;inf;0.998650886
coordination| communication| management;organization| team;0.000245263;0.000398553;0.000122632;0.5;1254.538462;0.000122534;1.999202894;0.999448022
coordination| team| management;organization| communication;0.00015329;0.000337237;0.000122632;0.8;2372.218182;0.00012258;4.998313814;0.999731702
organization| coordination| communication;team| management;0.000245263;0.000337237;0.000122632;0.5;1482.636364;0.000122549;1.999325526;0.999570684
organization| coordination| team;communication| management;0.00015329;0.000429211;0.000122632;0.8;1863.885714;0.000122566;4.997853946;0.999616717
team| coordination| communication;organization| management;0.000122632;0.001931449;0.000122632;1;517.7460317;0.000122395;inf;0.998190961
organization| communication| management;coordination| team;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
organization| team| management;coordination| communication;0.000245263;0.000398553;0.000122632;0.5;1254.538462;0.000122534;1.999202894;0.999448022
team| communication| management;organization| coordination;0.000122632;0.000521185;0.000122632;1;1918.705882;0.000122568;inf;0.999601398
team| organization| communication;coordination| management;0.00015329;0.0005825;0.000122632;0.8;1373.389474;0.000122542;4.997087498;0.999425076
coordination| team;organization| communication| management;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
team| communication;organization| coordination| management;0.000183948;0.000429211;0.000122632;0.666666667;1553.238095;0.000122553;2.998712367;0.999540047
success| team;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
project| team;management;0.000183948;0.009779876;0.000122632;0.666666667;68.16718913;0.000120833;2.970660372;0.985511468
organization| project;team;0.000275921;0.000950395;0.000122632;0.444444444;467.6415771;0.000122369;1.798289288;0.998137017
project| team;organization;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
organization| project| team;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| project| management;team;0.00015329;0.000950395;0.000122632;0.8;841.7548387;0.000122486;4.995248023;0.998965137
organization| team| management;project;0.000245263;0.002881844;0.000122632;0.5;173.5;0.000121925;1.994236311;0.994480221
project| team| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| project;team| management;0.000275921;0.000337237;0.000122632;0.444444444;1317.89899;0.000122539;1.799392973;0.999517005
project| team;organization| management;0.000183948;0.001931449;0.000122632;0.666666667;345.1640212;0.000122276;2.994205653;0.997286275
performance| team;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
execution;organization;0.000674474;0.005916978;0.000275921;0.409090909;69.13848328;0.00027193;1.682294344;0.986201443
execution| organization;planning;0.000275921;0.002759213;0.00015329;0.555555556;201.345679;0.000152528;2.243791771;0.995308044
execution| planning;organization;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
organization| planning;execution;0.000306579;0.000674474;0.00015329;0.5;741.3181818;0.000153083;1.998651052;0.998957311
execution| planning;monitoring;0.000245263;0.002759213;0.000183948;0.75;271.8166667;0.000183271;3.988963149;0.996565471
execution| monitoring;planning;0.000245263;0.002759213;0.000183948;0.75;271.8166667;0.000183271;3.988963149;0.996565471
planning| monitoring;execution;0.000306579;0.000674474;0.000183948;0.6;889.5818182;0.000183741;2.498313814;0.999182205
execution| organization| monitoring;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| organization| planning;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| planning| monitoring;organization;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
organization| monitoring| planning;execution;0.00015329;0.000674474;0.000122632;0.8;1186.109091;0.000122528;4.996627629;0.999310091
execution| organization;planning| monitoring;0.000275921;0.000306579;0.000122632;0.444444444;1449.688889;0.000122547;1.799448157;0.999586004
execution| monitoring;organization| planning;0.000245263;0.000306579;0.000122632;0.5;1630.9;0.000122556;1.999386842;0.999632015
execution| planning;organization| monitoring;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
organization| monitoring;execution| planning;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
organization| planning;execution| monitoring;0.000306579;0.000245263;0.000122632;0.4;1630.9;0.000122556;1.666257894;0.999693327
planning| monitoring;execution| organization;0.000306579;0.000275921;0.000122632;0.4;1449.688889;0.000122547;1.666206798;0.999616658
execution| planning;management;0.000245263;0.009779876;0.000183948;0.75;76.68808777;0.000181549;3.960880495;0.98720229
execution| management;planning;0.000245263;0.002759213;0.000183948;0.75;271.8166667;0.000183271;3.988963149;0.996565471
execution| organization;management;0.000275921;0.009779876;0.000183948;0.666666667;68.16718913;0.000181249;2.970660372;0.985602134
execution| management;organization;0.000245263;0.005916978;0.000183948;0.75;126.753886;0.000182496;3.976332087;0.992354084
execution| management;monitoring;0.000245263;0.002759213;0.000183948;0.75;271.8166667;0.000183271;3.988963149;0.996565471
execution| monitoring;management;0.000245263;0.009779876;0.000183948;0.75;76.68808777;0.000181549;3.960880495;0.98720229
execution| planning| management;monitoring;0.000183948;0.002759213;0.00015329;0.833333333;302.0185185;0.000152782;5.983444724;0.996872317
execution| planning| monitoring;management;0.000183948;0.009779876;0.00015329;0.833333333;85.20898642;0.000151491;5.941320743;0.988445971
execution| monitoring| management;planning;0.000183948;0.002759213;0.00015329;0.833333333;302.0185185;0.000152782;5.983444724;0.996872317
planning| monitoring| management;execution;0.000245263;0.000674474;0.00015329;0.625;926.6477273;0.000153124;2.664868069;0.9991659
execution| planning;monitoring| management;0.000245263;0.000797106;0.00015329;0.625;784.0865385;0.000153094;2.664541051;0.998969641
execution| management;planning| monitoring;0.000245263;0.000306579;0.00015329;0.625;2038.625;0.000153214;2.665849122;0.999754676
execution| monitoring;planning| management;0.000245263;0.000521185;0.00015329;0.625;1199.191176;0.000153162;2.665276841;0.999411224
planning| monitoring;execution| management;0.000306579;0.000245263;0.00015329;0.5;2038.625;0.000153214;1.999509473;0.999815996
execution| organization| management;planning;0.000183948;0.002759213;0.00015329;0.833333333;302.0185185;0.000152782;5.983444724;0.996872317
execution| organization| planning;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
execution| planning| management;organization;0.000183948;0.005916978;0.00015329;0.833333333;140.8376511;0.000152201;5.96449813;0.993082301
organization| management| planning;execution;0.000183948;0.000674474;0.00015329;0.833333333;1235.530303;0.000153166;5.995953155;0.999374463
execution| organization;planning| management;0.000275921;0.000521185;0.00015329;0.555555556;1065.947712;0.000153146;2.248827335;0.999337606
execution| management;organization| planning;0.000245263;0.000306579;0.00015329;0.625;2038.625;0.000153214;2.665849122;0.999754676
execution| planning;organization| management;0.000245263;0.001931449;0.00015329;0.625;323.5912698;0.000152816;2.661516136;0.997154247
organization| planning;execution| management;0.000306579;0.000245263;0.00015329;0.5;2038.625;0.000153214;1.999509473;0.999815996
execution| organization| management;monitoring;0.000183948;0.002759213;0.00015329;0.833333333;302.0185185;0.000152782;5.983444724;0.996872317
execution| organization| monitoring;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
execution| monitoring| management;organization;0.000183948;0.005916978;0.00015329;0.833333333;140.8376511;0.000152201;5.96449813;0.993082301
organization| monitoring| management;execution;0.000214605;0.000674474;0.00015329;0.714285714;1059.025974;0.000153145;3.49763934;0.999270185
execution| organization;monitoring| management;0.000275921;0.000797106;0.00015329;0.555555556;696.965812;0.00015307;2.248206512;0.998840811
execution| management;organization| monitoring;0.000245263;0.000245263;0.00015329;0.625;2548.28125;0.000153229;2.666012631;0.999852806
execution| monitoring;organization| management;0.000245263;0.001931449;0.00015329;0.625;323.5912698;0.000152816;2.661516136;0.997154247
organization| monitoring;execution| management;0.000245263;0.000245263;0.00015329;0.625;2548.28125;0.000153229;2.666012631;0.999852806
execution| planning| monitoring| management;organization;0.00015329;0.005916978;0.000122632;0.8;135.2041451;0.000121725;4.970415108;0.992755956
execution| planning| organization| management;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| planning| organization| monitoring;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
organization| planning| monitoring| management;execution;0.00015329;0.000674474;0.000122632;0.8;1186.109091;0.000122528;4.996627629;0.999310091
execution| organization| monitoring| management;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| planning| management;organization| monitoring;0.000183948;0.000245263;0.000122632;0.666666667;2718.166667;0.000122587;2.99926421;0.999816019
execution| planning| monitoring;organization| management;0.000183948;0.001931449;0.000122632;0.666666667;345.1640212;0.000122276;2.994205653;0.997286275
execution| planning| organization;monitoring| management;0.00015329;0.000797106;0.000122632;0.8;1003.630769;0.000122509;4.996014471;0.999156778
planning| monitoring| management;execution| organization;0.000245263;0.000275921;0.000122632;0.5;1812.111111;0.000122564;1.999448157;0.999693346
planning| organization| management;execution| monitoring;0.000183948;0.000245263;0.000122632;0.666666667;2718.166667;0.000122587;2.99926421;0.999816019
planning| organization| monitoring;execution| management;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
execution| monitoring| management;planning| organization;0.000183948;0.000306579;0.000122632;0.666666667;2174.533333;0.000122575;2.999080262;0.999724028
execution| organization| management;planning| monitoring;0.000183948;0.000306579;0.000122632;0.666666667;2174.533333;0.000122575;2.999080262;0.999724028
execution| organization| monitoring;planning| management;0.00015329;0.000521185;0.000122632;0.8;1534.964706;0.000122552;4.997394077;0.999501732
organization| monitoring| management;execution| planning;0.000214605;0.000245263;0.000122632;0.571428571;2329.857143;0.000122579;2.332761052;0.999785349
execution| planning;organization| monitoring| management;0.000245263;0.000214605;0.000122632;0.5;2329.857143;0.000122579;1.999570789;0.999816007
planning| monitoring;execution| organization| management;0.000306579;0.000183948;0.000122632;0.4;2174.533333;0.000122575;1.666360087;0.999846663
planning| organization;execution| monitoring| management;0.000306579;0.000183948;0.000122632;0.4;2174.533333;0.000122575;1.666360087;0.999846663
execution| management;planning| organization| monitoring;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
execution| monitoring;planning| organization| management;0.000245263;0.000183948;0.000122632;0.5;2718.166667;0.000122587;1.999632105;0.999877338
execution| organization;planning| monitoring| management;0.000275921;0.000245263;0.000122632;0.444444444;1812.111111;0.000122564;1.799558526;0.999724003
organization| monitoring;execution| planning| management;0.000245263;0.000183948;0.000122632;0.5;2718.166667;0.000122587;1.999632105;0.999877338
execution| coordination;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
execution| management;coordination;0.000245263;0.00147158;0.00015329;0.625;424.7135417;0.000152929;2.662742453;0.997890218
execution| organization;coordination;0.000275921;0.00147158;0.00015329;0.555555556;377.5231481;0.000152884;2.246688945;0.997626422
execution| coordination;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
execution| planning;coordination;0.000245263;0.00147158;0.000122632;0.5;339.7708333;0.000122271;1.99705684;0.997301441
execution| coordination;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
planning| coordination;execution;0.000214605;0.000674474;0.000122632;0.571428571;847.2207792;0.000122487;2.33175956;0.999034068
execution| coordination;monitoring;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| monitoring;coordination;0.000245263;0.00147158;0.000122632;0.5;339.7708333;0.000122271;1.99705684;0.997301441
coordination| monitoring;execution;0.000275921;0.000674474;0.000122632;0.444444444;658.9494949;0.000122446;1.798785946;0.998758012
execution| organization| coordination;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
execution| organization| management;coordination;0.000183948;0.00147158;0.00015329;0.833333333;566.2847222;0.000153019;5.991170519;0.99841776
execution| coordination| management;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
execution| organization;coordination| management;0.000275921;0.0005825;0.00015329;0.555555556;953.7426901;0.000153129;2.248689374;0.999227207
execution| coordination;organization| management;0.00015329;0.001931449;0.00015329;1;517.7460317;0.000152994;inf;0.998221568
execution| management;organization| coordination;0.000245263;0.000521185;0.00015329;0.625;1199.191176;0.000153162;2.665276841;0.999411224
execution| organization| coordination;planning;0.00015329;0.002759213;0.000122632;0.8;289.9377778;0.000122209;4.986203936;0.996703768
execution| organization| planning;coordination;0.00015329;0.00147158;0.000122632;0.8;543.6333333;0.000122406;4.992642099;0.998313556
execution| planning| coordination;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| coordination| planning;execution;0.00015329;0.000674474;0.000122632;0.8;1186.109091;0.000122528;4.996627629;0.999310091
execution| organization;planning| coordination;0.000275921;0.000214605;0.000122632;0.444444444;2070.984127;0.000122572;1.79961371;0.999793002
execution| coordination;organization| planning;0.00015329;0.000306579;0.000122632;0.8;2609.44;0.000122585;4.998467104;0.99977003
execution| planning;organization| coordination;0.000245263;0.000521185;0.000122632;0.5;959.3529412;0.000122504;1.998957631;0.999202699
organization| planning;execution| coordination;0.000306579;0.00015329;0.000122632;0.4;2609.44;0.000122585;1.666411184;0.999923332
planning| coordination;execution| organization;0.000214605;0.000275921;0.000122632;0.571428571;2070.984127;0.000122572;2.332689517;0.999731686
